index,Name,Smiles,standard_smiles,selfies,inchi,inchikey
23,METHACYCLINE,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,[C][=C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C@][Branch1][C][O][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][Branch1][C][O][C@@H1][Branch1][=Branch1][N][Branch1][C][C][C][C@@H1][Ring1][#C][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][#C][Ring2][Ring1][Branch1],"InChI=1S/C22H22N2O8/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29/h4-6,10,14-15,17,25,27-29,32H,1H2,2-3H3,(H2,23,31)/t10-,14-,15+,17+,22+/m1/s1",MHIGBKBJSQVXNH-IWVLMIASSA-N
24,CLARITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch1][O][C@H1][C][C@@][Branch1][C][C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][C][C][C][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C@H1][Ring1][#Branch2][O][C@][Branch1][C][C][Branch1][Ring1][O][C][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@][Ring2][Ring2][S][Branch1][C][C][O],"InChI=1S/C38H69NO13/c1-15-26-38(10,45)31(42)21(4)28(40)19(2)17-37(9,47-14)33(52-35-29(41)25(39(11)12)16-20(3)48-35)22(5)30(23(6)34(44)50-26)51-27-18-36(8,46-13)32(43)24(7)49-27/h19-27,29-33,35,41-43,45H,15-18H2,1-14H3/t19-,20-,21+,22+,23-,24+,25+,26-,27+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1",AGOYDEPGAOXOCK-KCBOHYOISA-N
25,CHLORAMPHENICOL PALMITATE,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@@H1][Branch1][O][N][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],"InChI=1S/C27H42Cl2N2O6/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-24(32)37-20-23(30-27(34)26(28)29)25(33)21-16-18-22(19-17-21)31(35)36/h16-19,23,25-26,33H,2-15,20H2,1H3,(H,30,34)/t23-,25-/m1/s1",PXKHGMGELZGJQE-ILBGXUMGSA-N
26,ROSOXACIN,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring1][N][Ring2][Ring1][Ring2],"InChI=1S/C17H14N2O3/c1-2-19-10-14(17(21)22)16(20)13-4-3-12(9-15(13)19)11-5-7-18-8-6-11/h3-10H,2H2,1H3,(H,21,22)",XBPZXDSZHPDXQU-UHFFFAOYSA-N
27,CEFPIROME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,[C][O][/N][=C][Branch2][Ring2][=C][\C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][#C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring1][Branch1][C][S][C@H1][Ring2][Ring1][=Branch1][Ring2][Ring1][Ring1][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1],"InChI=1S/C22H22N6O5S2/c1-33-26-15(13-10-35-22(23)24-13)18(29)25-16-19(30)28-17(21(31)32)12(9-34-20(16)28)8-27-7-3-5-11-4-2-6-14(11)27/h3,5,7,10,16,20H,2,4,6,8-9H2,1H3,(H3-,23,24,25,29,31,32)/b26-15-/t16-,20-/m1/s1",DKOQGJHPHLTOJR-WHRDSVKCSA-N
28,TOBRAMYCIN,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,[N][C][C@H1][O][C@H1][Branch2][Ring2][=Branch2][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][N][C@H1][Ring1][#Branch2][O][C@H1][Branch1][C][N][C][C@@H1][Ring2][Ring1][Ring2][N][C@H1][Branch1][C][N][C][C@@H1][Ring2][Ring1][=N][O],"InChI=1S/C18H37N5O9/c19-3-9-8(25)2-7(22)17(29-9)31-15-5(20)1-6(21)16(14(15)28)32-18-13(27)11(23)12(26)10(4-24)30-18/h5-18,24-28H,1-4,19-23H2/t5-,6+,7+,8-,9+,10+,11-,12+,13+,14-,15+,16-,17+,18+/m0/s1",NLVFBUXFDBBNBW-PBSUHMDJSA-N
29,MANDELIC ACID,O=C(O)C(O)c1ccccc1,O=C(O)C(O)c1ccccc1,[O][=C][Branch1][C][O][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],"InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)",IWYDHOAUDWTVEP-UHFFFAOYSA-N
30,SULFISOXAZOLE,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,[C][C][=N][O][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=C][Ring1][S][C],"InChI=1S/C11H13N3O3S/c1-7-8(2)13-17-11(7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6,14H,12H2,1-2H3",NHUHCSRWZMLRLA-UHFFFAOYSA-N
31,AMDINOCILLIN PIVOXIL,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch1][N][/N][=C][/N][C][C][C][C][C][C][Ring1][#Branch1][C@H1][Ring1][=C][S][C][Ring1][P][Branch1][C][C][C],"InChI=1S/C21H33N3O5S/c1-20(2,3)19(27)29-13-28-18(26)15-21(4,5)30-17-14(16(25)24(15)17)22-12-23-10-8-6-7-9-11-23/h12,14-15,17H,6-11,13H2,1-5H3/b22-12+/t14-,15+,17-/m1/s1",NPGNOVNWUSPMDP-UTEPHESZSA-N
32,PEFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][=C][Ring2][Ring1][=Branch1],"InChI=1S/C17H20FN3O3/c1-3-20-10-12(17(23)24)16(22)11-8-13(18)15(9-14(11)20)21-6-4-19(2)5-7-21/h8-10H,3-7H2,1-2H3,(H,23,24)",FHFYDNQZQSQIAI-UHFFFAOYSA-N
33,DEMECLOCYCLINE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,[C][N][Branch1][C][C][C@@H1][C][Branch1][C][O][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=Branch1][C][=O][C@@][Branch1][C][O][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C@@H1][Branch1][C][O][C@H1][Ring1][=C][C][C@@H1][Ring2][Ring1][=N][Ring2][Ring1][Ring2],"InChI=1S/C21H21ClN2O8/c1-24(2)14-7-5-6-10(16(27)12-9(25)4-3-8(22)11(12)15(6)26)18(29)21(7,32)19(30)13(17(14)28)20(23)31/h3-4,6-7,14-15,25-26,28-29,32H,5H2,1-2H3,(H2,23,31)/t6-,7-,14-,15-,21-/m0/s1",FMTDIUIBLCQGJB-SEYHBJAFSA-N
34,SULFAMETHAZINE,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,[C][C][=C][C][Branch1][C][C][=N][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][Ring2][Ring1][C],"InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)",ASWVTGNCAZCNNR-UHFFFAOYSA-N
35,CEFTIBUTEN,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,[N][C][=N][C][Branch2][Ring2][=Branch1][/C][=Branch1][Branch2][=C][/C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][S][C@H1][Ring1][N][Ring1][=Branch2][=C][S][Ring2][Ring1][#Branch2],"InChI=1S/C15H14N4O6S2/c16-15-17-7(5-27-15)6(1-2-9(20)21)11(22)18-10-12(23)19-8(14(24)25)3-4-26-13(10)19/h1,3,5,10,13H,2,4H2,(H2,16,17)(H,18,22)(H,20,21)(H,24,25)/b6-1-/t10-,13-/m1/s1",UNJFKXSSGBWRBZ-BJCIPQKHSA-N
36,CEFOTETAN,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,[C][O][C@@][Branch2][Ring1][O][N][C][=Branch1][C][=O][C][S][C][=Branch1][=C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=Branch1][C][=O][O][S][Ring1][O][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][O][C][S][C][=N][N][=N][N][Ring1][Branch1][C][C][S][C@@H1][Ring1][P][Ring2][Ring2][C],"InChI=1S/C17H17N7O8S4/c1-23-16(20-21-22-23)34-4-5-3-33-15-17(32-2,14(31)24(15)7(5)11(29)30)19-9(26)13-35-12(36-13)6(8(18)25)10(27)28/h13,15H,3-4H2,1-2H3,(H2,18,25)(H,19,26)(H,27,28)(H,29,30)/t13?,15-,17+/m1/s1",SRZNHPXWXCNNDU-RHBCBLIFSA-N
37,ERYTHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch1][O][C@H1][C][C@@][Branch1][C][C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][C][C][C][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C@H1][Ring1][#Branch2][O][C@][Branch1][C][C][Branch1][C][O][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@][Ring2][Ring2][#C][Branch1][C][C][O],"InChI=1S/C37H67NO13/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1",ULGZDMOVFRHVEP-RWJQBGPGSA-N
